"created_at","screen_name","text","source","retweet_count","favorite_count"
2019-07-23 23:32:21,"realDonaldTrump","Just got back only to hear of a last minute change allowing a Never Trumper attorney to help Robert Mueller with his testimony before Congress tomorrow. What a disgrace to our system. Never heard of this before. VERY UNFAIR, SHOULD NOT BE ALLOWED. A rigged Witch Hunt!","Twitter for iPhone",20872,85742
2019-07-23 22:33:37,"realDonaldTrump","Budget Deal gives great victories to our Military and Vets, keeps out Democrat poison pill riders. Republicans and Democrats in Congress need to act ASAP and support this deal.","Twitter for iPhone",11163,52398
2019-07-23 18:43:15,"realDonaldTrump","....I got to know him over his many years as Chairman of the Police Athletic League, for which he devoted so much time and energy. Bob Morgenthau, a legend, will be greatly missed!","Twitter for iPhone",10378,69298
2019-07-23 18:43:15,"realDonaldTrump","I was saddened to learn of the recent passing of Bob Morgenthau, a truly great man! Bob served as a Naval Officer in World War II, was an extraordinary US Attorney, Manhattan District Attorney, and always a warrior for our Country that he loved so dearly....","Twitter for iPhone",13828,89335
2019-07-23 14:06:49,"realDonaldTrump","Leaving for Turning Point USA. Will be speaking to some of the greatest and smartest young people on the planet. See you there!","Twitter for iPhone",16726,93736
2019-07-23 14:04:17,"realDonaldTrump","When an old Wall at the Southern Border, that is crumbling and falling over, built in an important section to keep out problems, is replaced with a brand new 30 foot high steel and concrete Wall, the Media says no new Wall has been built. Fake News! Building lots of Wall!","Twitter for iPhone",17510,74172
2019-07-23 12:51:15,"realDonaldTrump","In 2016 I almost won Minnesota. In 2020, because of America hating anti-Semite Rep. Omar, &amp; the fact that Minnesota is having its best economic year ever, I will win the State! “We are going to be a nightmare to the President,” she say. No, AOC Plus 3 are a Nightmare for America!","Twitter for iPhone",27299,124450
2019-07-23 12:23:59,"realDonaldTrump","....Tariffs, Remittance Fees, or all of the above. Guatemala has not been good. Big U.S. taxpayer dollars going to them was cut off by me 9 months ago.","Twitter for iPhone",16027,88604
2019-07-23 12:23:58,"realDonaldTrump","Guatemala, which has been forming Caravans and sending large numbers of people, some with criminal records, to the United States, has decided to break the deal they had with us on signing a necessary Safe Third Agreement. We were ready to go. Now we are looking at the “BAN,”....","Twitter for iPhone",19498,96489
2019-07-23 11:54:02,"realDonaldTrump","Farmers are starting to do great again, after 15 years of a downward spiral. The 16 Billion Dollar China “replacement” money didn’t exactly hurt!","Twitter for iPhone",12144,59659
2019-07-23 11:43:09,"realDonaldTrump","KEEP AMERICA GREAT!","Twitter for iPhone",30368,166033
2019-07-23 11:29:41,"realDonaldTrump","Congratulations to Boris Johnson on becoming the new Prime Minister of the United Kingdom. He will be great!","Twitter for iPhone",31413,163105
2019-07-23 11:25:47,"realDonaldTrump","....Best and Newest Military (almost totally rebuilt from the depleted military I took over) in History, Best V.A. in History (Choice), and MUCH, MUCH MORE. Gee, let’s impeach the President. The “Squad” (AOC Plus 3) and other Dems suffer from Trump Derangement Syndrome. Crazy!","Twitter for iPhone",19065,104867
2019-07-23 11:25:46,"realDonaldTrump","Newest Poll: Only 11% in favor of starting ridiculous impeachment hearings. Well, let’s see: We have the Best Economy in History, the Best Employment Numbers in History, Most People Working in History, Highest Stock Market in History, Biggest Tax and Regulation Cuts in History,..","Twitter for iPhone",24496,125799
2019-07-23 02:38:54,"realDonaldTrump","“I completely read the entire Mueller Report, and do you know what I concluded after reading both Volume 1 and Volume 2? There is no there there. NO THERE THERE! We completely wasted everybody’s time and taxpayer’s money.” @trish_regan","Twitter for iPhone",22832,99995
2019-07-22 23:20:03,"realDonaldTrump","https://t.co/GLiV8RGsNj","Twitter for iPhone",13285,44071
2019-07-22 23:16:53,"realDonaldTrump","When we rip down and totally replace a badly broken and dilapidated Barrier on the Southern Border, something which cannot do the job, the Fake News Media gives us zero credit for building a new Wall. We have replaced many miles of old Barrier with powerful new Walls!","Twitter for iPhone",20193,92923
2019-07-22 21:44:48,"realDonaldTrump","....This was a real compromise in order to give another big victory to our Great Military and Vets!","Twitter for iPhone",16643,102957
2019-07-22 21:44:48,"realDonaldTrump","I am pleased to announce that a deal has been struck with Senate Majority Leader Mitch McConnell, Senate Minority Leader Chuck Schumer, Speaker of the House Nancy Pelosi, and House Minority Leader Kevin McCarthy - on a two-year Budget and Debt Ceiling, with no poison pills....","Twitter for iPhone",22324,120317
2019-07-22 14:48:26,"realDonaldTrump","The “Squad” is a very Racist group of troublemakers who are young, inexperienced, and not very smart. They are pulling the once great Democrat Party far left, and were against humanitarian aid at the Border...And are now against ICE and Homeland Security. So bad for our Country!","Twitter for iPhone",34656,133474
2019-07-22 14:32:50,"realDonaldTrump","Going with First Lady to pay our respects to Justice Stevens. Leaving now!","Twitter for iPhone",13242,93454
2019-07-22 13:08:17,"realDonaldTrump","The Report of Iran capturing CIA spies is totally false. Zero truth. Just more lies and propaganda (like their shot down drone) put out by a Religious Regime that is Badly Failing and has no idea what to do. Their Economy is dead, and will get much worse. Iran is a total mess!","Twitter for iPhone",21648,82442
2019-07-22 12:53:40,"realDonaldTrump","....But the questions should be asked, why were all of Clinton’s people given immunity, and why were the text messages of Peter S and his lover, Lisa Page, deleted and destroyed right after they left Mueller, and after we requested them(this is Illegal)?","Twitter for iPhone",21777,95967
2019-07-22 12:53:39,"realDonaldTrump","Highly conflicted Robert Mueller should not be given another bite at the apple. In the end it will be bad for him and the phony Democrats in Congress who have done nothing but waste time on this ridiculous Witch Hunt. Result of the Mueller Report, NO COLLUSION, NO OBSTRUCTION!...","Twitter for iPhone",21766,102784
2019-07-22 12:38:52,"realDonaldTrump","Fake News Equals the Enemy of the People!","Twitter for iPhone",28850,123863
2019-07-22 12:37:24,"realDonaldTrump","The Mainstream Media is out of control. They constantly lie and cheat in order to get their Radical Left Democrat views out their for all to see. It has never been this bad. They have gone bonkers, &amp; no longer care what is right or wrong. This large scale false reporting is sick!","Twitter for iPhone",25856,100127
2019-07-22 12:31:46,"realDonaldTrump","....except for those stated by me, &amp; “reams of paper” were never given to me. It is a made up story meant to demean &amp; belittle. The Post had no sources. The facts remain the same, that we have 4 Radical Left Congresswomen who have said very bad things about Israel &amp; our Country!","Twitter for iPhone",14444,67541
2019-07-22 12:31:46,"realDonaldTrump","The Amazon Washington Post front page story yesterday was total Fake News. They said “Advisors wrote new talking points and handed him reams of opposition research on the four Congresswomen.” Now really, does that sound like me? What advisors, there were no talking points,....","Twitter for iPhone",15775,72361
2019-07-22 12:05:12,"realDonaldTrump","It is far more costly for the Federal Reserve to cut deeper if the economy actually does, in the future, turn down! Very inexpensive, in fact productive,  to move now. The Fed raised &amp; tightened far too much &amp; too fast. In other words, they missed it (Big!). Don’t miss it again!","Twitter for iPhone",13440,57020
2019-07-22 12:02:20,"realDonaldTrump","....as we have done, it could have been soooo much better. Interest rate costs should have been much lower, &amp; GDP &amp; our Country’s wealth accumulation much higher. Such a waste of time &amp; money. Also, very unfair that other countries manipulate their currencies and pump money in!","Twitter for iPhone",13986,70060
2019-07-22 12:02:19,"realDonaldTrump","With almost no inflation, our Country is needlessly being forced to pay a MUCH higher interest rate than other countries only because of a very misguided Federal Reserve. In addition, Quantitative Tightening is continuing, making it harder for our Country to compete. As good.....","Twitter for iPhone",16990,81531
2019-07-22 02:55:01,"realDonaldTrump","https://t.co/1DVvqFQxRK","Twitter for iPhone",13794,53353
2019-07-22 02:55:00,"realDonaldTrump","Thank you very much for revealing the incredible facts, which the Fake News Media will never do! @SteveHiltonx @NextRevFNC https://t.co/SgRnbsh5pT","Twitter for iPhone",22555,82254
2019-07-22 02:47:05,"realDonaldTrump","https://t.co/2lPjfxOKq3","Twitter for iPhone",16831,55527
2019-07-22 02:16:15,"realDonaldTrump","....Based on the comments made by Senator Schumer, he must have seen how dangerous &amp; bad for our Country the Border is. It is not a “manufactured crisis,” as the Fake News Media &amp; their Democrat partners tried to portray. He said he wants to meet. I will set up a meeting ASAP!","Twitter for iPhone",19817,96927
2019-07-22 02:16:15,"realDonaldTrump","Senator Chuck Schumer has finally gone to the Southern Border with some Democrat Senators. This is a GREAT thing! Nearby, he missed a large group of Illegal Immigrants trying to enter the USA illegally. They wildly  rushed Border Patrol. Some Agents were badly injured....","Twitter for iPhone",21602,92715
2019-07-21 20:33:30,"realDonaldTrump","....Most importantly you have led Israel with a commitment to the values of democracy, freedom, and equal opportunity that both our nations cherish and share!","Twitter for iPhone",17401,105033
2019-07-21 20:33:29,"realDonaldTrump","Congratulations to Bibi @Netanyahu on becoming the longest serving PM in the history of Israel. Under your leadership, Israel has become a technology powerhouse and a world class economy....","Twitter for iPhone",25132,143709
2019-07-21 12:07:32,"realDonaldTrump","I don’t believe the four Congresswomen are capable of loving our Country. They should apologize to America (and Israel) for the horrible (hateful) things they have said. They are destroying the Democrat Party, but are weak &amp; insecure people who can never destroy our great Nation!","Twitter for iPhone",41151,183786
2019-07-21 12:00:21,"realDonaldTrump","MAKE AMERICA GREAT AGAIN!","Twitter for iPhone",43176,237345
2019-07-21 11:59:29,"realDonaldTrump","Presidential Harassment!","Twitter for iPhone",20716,105709
2019-07-21 11:58:30,"realDonaldTrump","The Washington Post Story, about my speech in North Carolina and tweet, with its phony sources who do not exist, is Fake News. The only thing people were talking about is the record setting crowd and the tremendous enthusiasm, far greater than the Democrats. You’ll see in 2020!","Twitter for iPhone",18048,80067
2019-07-21 11:14:20,"realDonaldTrump","Big progress at the Border, but Dems in Congress must change the Immigration Laws for all to be good! End the Loopholes and much more.","Twitter for iPhone",16756,77462
2019-07-21 11:00:17,"realDonaldTrump","“Women’s issues are American issues.” -@LaraLeaTrump https://t.co/ha9DhzTakM","Twitter for iPhone",9204,0
2019-07-21 10:54:08,"realDonaldTrump","The Great State of West Virginia is producing record setting numbers and doing really well. When I became President, it was practically shut down and closed for business. Not anymore!","Twitter for iPhone",18066,91843
2019-07-21 10:40:30,"realDonaldTrump","I will help Angel Mom (and great woman) Mary Ann Mendoza with Twitter. I know Mary Ann from the beginning, and she should never be silenced. She is a winner who has lost so much, her child. Twitter, if you’re watching, please do what you have to do, NOW!  @foxandfriends","Twitter for iPhone",30781,114382
2019-07-20 23:04:16,"realDonaldTrump","Up bright and early on @FoxFriendsFirst discussing Trump’s rally in North Carolina, his latest approval rating at 50%, and the fact that under his administration we’ve seen the lowest unemployment rate for women in 50 years. @HeatherChilders https://t.co/KlkHUt70iA","Twitter for iPhone",7119,0
2019-07-20 23:03:20,"realDonaldTrump","President Trump: ""Look at all those signs, '#WomenForTrump'!"" 
#TrumpRally https://t.co/WqPbqK88y5","Twitter for iPhone",11804,0
2019-07-20 23:02:41,"realDonaldTrump","The unemployment rate for women is the lowest it’s been in 50 years under the Trump Administration. Discussing Women for Trump on @FoxFriendsFirst with @HeatherChilders https://t.co/453vMQLL30","Twitter for iPhone",8741,0
2019-07-20 23:01:38,"realDonaldTrump","Meet 'The REAL Squad'.

We are #WomenForTrump.

Women stand with President @realDonaldTrump and nothing will stop @TeamTrump from winning again.

And Democrats can NEVER tell us otherwise.

Sign up to help us here》https://t.co/HST4N3apUl https://t.co/bNooaXF8R0","Twitter for iPhone",12209,0
2019-07-20 23:01:21,"realDonaldTrump","We're already mobilizing our army of volunteers to recruit, train &amp; register new voters – all to help @realDonaldTrump &amp; our candidates in 2020!
https://t.co/T4GZ8pbqTA","Twitter for iPhone",12365,0
2019-07-20 23:01:04,"realDonaldTrump","Incredibly honored to be part of the Women for Trump Coalition, which launched this morning in Pennsylvania. My goal is to help young women get involved and feel empowered. As much as the Left tries to act like “women for Trump don’t exist,” we do. https://t.co/7tnuA9IoXt","Twitter for iPhone",9363,0
2019-07-20 23:00:51,"realDonaldTrump","Our squad is better🇺🇸 @deneenborelli @JessieJaneDuff @mercedesschlapp @kayleighmcenany @CissieGLynch @kimguilfoyle @LaraLeaTrump https://t.co/SD2BiVVHDZ","Twitter for iPhone",9016,0
2019-07-20 22:56:23,"realDonaldTrump","Economic numbers reach an all time high, the best in our Country’s history. Great to be a part of something so good for so many!","Twitter for iPhone",22859,116802
2019-07-20 22:50:51,"realDonaldTrump","I stand with @realDonaldTrump!","Twitter for iPhone",15603,0
2019-07-20 22:49:24,"realDonaldTrump","Great news for Texas in June's unemployment rates report. https://t.co/WZ7JuOiaIu","Twitter for iPhone",6043,0
2019-07-20 22:48:32,"realDonaldTrump","The Consumer Price Index (CPI) for prescription drugs decreased 2.0 percent in June from 12 months prior according to the CPI release from @BLSgov today. This is the lowest 12-month change since January 1968. #BLSdata https://t.co/8oKgpT4hDD","Twitter for iPhone",5244,0
2019-07-20 22:46:54,"realDonaldTrump","Tuesday: Democrats spent all day trying to defend Speaker Pelosi after she violated House floor rules

Wednesday: Democrats spent all day deciding what to do with their impeachment resolution, which ultimately failed 332-95

This is your House Democrat majority at work","Twitter for iPhone",18109,0
2019-07-20 14:03:27,"realDonaldTrump","https://t.co/aG45A3Ugnp","Twitter for iPhone",26458,128139
2019-07-20 13:52:30,"realDonaldTrump","....Our teams will be talking further, and we agreed to speak again in the next 48 hours!","Twitter for iPhone",14675,98556
2019-07-20 13:52:30,"realDonaldTrump","Just had a very good call with @SwedishPM Stefan Löfven who assured me that American citizen A$AP Rocky will be treated fairly. Likewise, I assured him that A$AP was not a flight risk and offered to personally vouch for his bail, or an alternative....","Twitter for iPhone",31954,166721
2019-07-20 11:18:00,"realDonaldTrump","You can add 10% or 15% to this number. Economy doing better than EVER before! https://t.co/o59vI5tzXn","Twitter for iPhone",19207,85951
2019-07-20 11:12:11,"realDonaldTrump","Pulte awards President Trump’s retweet Recipient, a Female Combat Veteran and Single Mom, with $30,000 ($20k Brand New Car!) and $10,000 cash! @realDonaldTrump @DanScavino  https://t.co/R8hLBYkoOe","Twitter for iPhone",14915,0
2019-07-20 11:11:47,"realDonaldTrump","Thank you Bill. Very nice! https://t.co/hTnGiOh6T1","Twitter for iPhone",14108,62267
2019-07-20 11:10:29,"realDonaldTrump","The mainstream media won't cover it nearly enough, but thanks to the #FirstStepAct that @realDonaldTrump signed into law, 3,000 people are being given a second chance in life.

That's huge!
https://t.co/Chgs5tKs02","Twitter for iPhone",13182,0
2019-07-20 11:06:38,"realDonaldTrump","Democrats are dead set on erasing all the economic gains that America has made under President @realDonaldTrump. https://t.co/jow5rmYb1m","Twitter for iPhone",10551,0
2019-07-20 11:05:27,"realDonaldTrump","#USMCA will put America in a stronger position globally. 

Delaying #USMCA further only prevents farmers, manufacturers, and workers from seeing the benefits of this 21st Century trade agreement.

It’s time for Congress to pass #USMCANow! 🇺🇸🇲🇽🇨🇦 https://t.co/2TTx90EOXO","Twitter for iPhone",6495,0
2019-07-20 11:05:11,"realDonaldTrump","American optimism is at its highest level in more than a decade! https://t.co/1VWu6rtAtP","Twitter for iPhone",6754,0
2019-07-20 11:02:22,"realDonaldTrump","Just spoke to @KanyeWest about his friend A$AP Rocky’s incarceration. I will be calling the very talented Prime Minister of Sweden to see what we can do about helping A$AP Rocky. So many people would like to see this quickly resolved!","Twitter for iPhone",209592,0
2019-07-20 10:57:24,"realDonaldTrump","As you can see, I did nothing to lead people on, nor was I particularly happy with their chant. Just a very big and patriotic crowd. They love the USA! https://t.co/6IVKEffNnq","Twitter for iPhone",17613,81415
2019-07-20 10:41:20,"realDonaldTrump","With the incompetent Mayor of London, you will never have safe streets! https://t.co/pJqL1NjyvA","Twitter for iPhone",20894,72786
2019-07-20 10:31:34,"realDonaldTrump","How I wish we had such leadership in the U.K. 

“Don’t like this country? Don’t like what it gives you? Then leave”

Trump does not give offence. #TheSquad choose to take it. #TheSquad need to make better decisions 

https://t.co/PfxXp4FOrg","Twitter for iPhone",16796,0
2019-07-20 10:27:49,"realDonaldTrump","The @realDonaldTrump has made #2020 a bold and binary decision. 
Are you going to choose socialists, choose ISIS, choose the Palestinian flag, choose Cair? Or are you going to choose to Make America Great Again? Choose @realDonaldTrump https://t.co/pDwjp47WzR","Twitter for iPhone",13208,0
2019-07-20 10:18:37,"realDonaldTrump","“I always said I don't think it matters who the nominee on the Democrat side is, because this President is so strong, the economy is so strong. He’s delivered on all of his promises.”-@LaraLeaTrump https://t.co/TahKP9KMY0","Twitter for iPhone",8064,0
2019-07-20 10:17:31,"realDonaldTrump","The Do-Nothing Democrats' agenda this week:

→ Let Pelosi violate House rules to harass @realDonaldTrump
→ Harass Trump some more with an impeachment resolution that failed 332-95

Not on the agenda:

→ Solve the border crisis
→ Anything to actually help hardworking families https://t.co/QMLbDuZdvC","Twitter for iPhone",15553,0
2019-07-20 10:15:51,"realDonaldTrump","Democrats are outraged about ""cages"" at border detention facilities. But guess who built EVERY SINGLE ONE: President Obama.

Enough of the politics. Let's secure the border and fix the problem.","Twitter for iPhone",31801,0
2019-07-20 10:15:12,"realDonaldTrump","James Comey said the Dossier was ""salacious and unverified.""

Turns out that was an understatement. It was salacious and complete garbage. https://t.co/DyU4eO9G5p","Twitter for iPhone",13206,0
2019-07-19 20:01:47,"realDonaldTrump","Just spoke to @KanyeWest about his friend A$AP Rocky’s incarceration. I will be calling the very talented Prime Minister of Sweden to see what we can do about helping A$AP Rocky. So many people would like to see this quickly resolved!","Twitter for iPhone",209592,736959
2019-07-19 18:54:08,"realDonaldTrump","When our President stands up to radical Democrats who accuse Border Patrol of running concentration camps, use anti-Semitic slurs to denounce support for Israel, and continually attack America, we stand with President @realDonaldTrump! https://t.co/ZTYighjIy0","Twitter for iPhone",12932,0
2019-07-19 14:47:01,"realDonaldTrump","Thank you! #MAGA2020 https://t.co/6G2TinCpWT","Twitter for iPhone",20966,92683
2019-07-19 14:31:46,"realDonaldTrump","Think what it would be without the 3 year Witch Hunt and Fake News Media, in partnership with the Democrats! https://t.co/KBtl7wde0F","Twitter for iPhone",28851,0
2019-07-19 14:31:23,"realDonaldTrump","So sad to see the Democrats sticking up for people who speak so badly of our Country and who, in addition, hate Israel with a true and unbridled passion. Whenever confronted, they call their adversaries, including Nancy Pelosi, “RACIST.” Their disgusting language.....","Twitter for iPhone",37195,0
2019-07-19 14:31:22,"realDonaldTrump","....and the many terrible things they say about the United States must not be allowed to go unchallenged. If the Democrat Party wants to continue to condone such disgraceful behavior, then we look even more forward to seeing you at the ballot box in 2020!","Twitter for iPhone",30755,0
2019-07-19 14:30:36,"realDonaldTrump","If Democrats want to unite around the foul language &amp; racist hatred spewed from the mouths and actions of these very unpopular &amp; unrepresentative Congresswomen, it will be interesting to see how it plays out. I can tell you that they have made Israel feel abandoned by the U.S.","Twitter for iPhone",34030,0
2019-07-19 14:30:33,"realDonaldTrump","When will the Radical Left Congresswomen apologize to our Country, the people of Israel and even to the Office of the President, for the foul language they have used, and the terrible things they have said. So many people are angry at them &amp; their horrible &amp; disgusting actions!","Twitter for iPhone",36406,0
2019-07-19 13:42:16,"realDonaldTrump","....Fed: There is almost no inflation!","Twitter for iPhone",9927,49777
2019-07-19 13:38:21,"realDonaldTrump","....but it is no thanks to the Federal Reserve. Had they not acted so fast and “so much,” we would be doing even better than we are doing right now. This is our chance to build unparalleled wealth and success for the U.S., GROWTH, which would greatly reduce % debt. Don’t blow it!","Twitter for iPhone",11760,60953
2019-07-19 13:38:21,"realDonaldTrump","I like New York Fed President John Williams first statement much better than his second. His first statement is 100% correct in that the Fed “raised” far too fast &amp; too early. Also must stop with the crazy quantitative tightening. We are in a World competition, &amp; winning big,...","Twitter for iPhone",12971,67165
2019-07-19 12:43:05,"realDonaldTrump","Because of the faulty thought process we have going for us at the Federal Reserve, we pay much higher interest rates than countries that are no match for us economically. In other words, our interest costs are much higher than other countries, when they should be lower. Correct!","Twitter for iPhone",15666,65820
2019-07-19 12:34:52,"realDonaldTrump","....Governor of the State did a good  job. That may be true but she could not have done it without the tremendous economic success of our Country &amp; the turnaround that my Administration has caused. Really Nasty to me in his average I.Q. Columns, kissed my a.. on the call. Phony!","Twitter for iPhone",14073,81057
2019-07-19 12:34:52,"realDonaldTrump","....he could not have been nicer or more respectful to your favorite President, me. Then I saw the column he wrote, “Trump Will Be Re-elected, Won’t He?” He called me a Racist, which I am not, and said Rhode Island went from economically bad to great in 5 years because the.....","Twitter for iPhone",11601,64158
2019-07-19 12:34:51,"realDonaldTrump","Thomas “the Chin” Friedman, a weak and pathetic sort of guy, writes columns for The New York Times in between rounds of his favorite game, golf. Two weeks ago, while speaking to a friend on his cell phone, I unfortunately ended up speaking to Friedman. We spoke for a while and...","Twitter for iPhone",14276,75086
2019-07-19 12:16:22,"realDonaldTrump","....State which I will win in #2020 because they can’t stand her and her hatred of our Country, and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment &amp; economic year in Minnesota’s long and beautiful history!","Twitter for iPhone",15330,79868
2019-07-19 12:16:22,"realDonaldTrump","....Mainstream Media, which has lost all credibility, has either officially or unofficially become a part of the Radical Left Democrat Party. It is a sick partnership, so pathetic to watch! They even covered a tiny staged crowd as they greeted Foul Mouthed Omar in Minnesota, a...","Twitter for iPhone",15497,77434
2019-07-19 12:16:21,"realDonaldTrump","It is amazing how the Fake News Media became “crazed” over the chant “send her back” by a packed Arena (a record) crowd in the Great State of North Carolina, but is totally calm &amp; accepting of the most vile and disgusting statements made by the three Radical Left Congresswomen...","Twitter for iPhone",25785,113840
2019-07-19 11:35:55,"realDonaldTrump","Great new book, “Justice On Trial, The Kavanaugh Confirmation and the Future of the Supreme Court.” Fantastic job by Mollie Hemingway and Carrie Severino!","Twitter for iPhone",12202,54384
2019-07-19 02:54:27,"realDonaldTrump","https://t.co/D7H1Wr1LHy","Twitter for iPhone",27118,73708
2019-07-19 00:22:45,"realDonaldTrump","....working with labor and everyone else. He will be a great member of an Administration that has done more in the first 2 ½ years than perhaps any Administration in history!","Twitter for iPhone",13801,80864
2019-07-19 00:22:45,"realDonaldTrump","I am pleased to announce that it is my intention to nominate Gene Scalia as the new Secretary of Labor. Gene has led a life of great success in the legal and labor field and is highly respected not only as a lawyer, but as a lawyer with great experience....","Twitter for iPhone",19072,106012
2019-07-18 22:14:12,"realDonaldTrump","Today, @FLOTUS Melania and I were honored to welcome members of Team USA to the @WhiteHouse for a great celebration of their success during the 2019 @SpecialOlympics @WorldGamesAD! Congratulations @specialolyUSA! #Cheer4USA https://t.co/m7PcT6N1KO","Twitter for iPhone",23313,109929
2019-07-18 21:33:36,"realDonaldTrump","This should have been taken care of years ago, the Trump Administration is taking care of these thugs now!
https://t.co/ulqagIAtxI","Twitter for iPhone",20878,72486
2019-07-18 20:35:19,"realDonaldTrump","Today, on behalf of the American people, I received an American flag that flew aboard a ship carrying the first waves of U.S. Service Members to land in Normandy...https://t.co/f1fLTAj0We","Twitter for iPhone",18665,79862
2019-07-18 20:13:32,"realDonaldTrump","I want to apprise everyone of an incident in the Strait of Hormuz today, involving #USSBoxer, a U.S. Navy amphibious assault ship. The BOXER took defensive action against an Iranian drone.... https://t.co/Zql6nAUGxF","Twitter for iPhone",17767,75080
2019-07-18 15:10:21,"realDonaldTrump","....of gang members, in particular MS-13. ICE and Border Patrol are doing a great job!","Twitter for iPhone",16247,86696
2019-07-18 15:10:20,"realDonaldTrump","Most of the MS-13 Gang members indicted &amp; arrested in L.A. were illegal aliens, 19 of 22. They are said to have killed many people in the most brutal fashion. They should never have been allowed in our Country for so long, 10 years. We have arrested and deported thousands....","Twitter for iPhone",24537,108765
2019-07-18 14:54:15,"realDonaldTrump","....of which was squandered away or wasted, never to be seen again. This is more than twice the amount given to Texas &amp; Florida combined. I know the people of Puerto Rico well, and they are great. But much of their leadership is corrupt, &amp; robbing the U.S. Government blind!","Twitter for iPhone",23450,107744
2019-07-18 14:54:15,"realDonaldTrump","A lot of bad things are happening in Puerto Rico. The Governor is under siege, the Mayor of San Juan is a despicable and incompetent person who I wouldn’t trust under any circumstance, and the United States Congress foolishly gave 92 Billion Dollars for hurricane relief, much....","Twitter for iPhone",27888,115502
2019-07-18 03:51:19,"realDonaldTrump","Just returned to the White House from the Great State of North Carolina. What a crowd, and what great people. The enthusiasm blows away our rivals on the Radical Left. #2020 will be a big year for the Republican Party!","Twitter for iPhone",25120,132314
2019-07-18 01:42:43,"realDonaldTrump","The Republican Party is the Party for ALL Americans. We are the Party of the American Worker, the American Family &amp; the American Dream. This is the proud banner the Republican Party will carry into the Republican National Convention next summer in the great city of Charlotte, NC! https://t.co/T39INp0N8N","Twitter for iPhone",22542,89254
2019-07-18 01:15:36,"realDonaldTrump","Together, we will continue unleashing the power of American enterprise, so every American can know the dignity of work and the pride of a paycheck. With your help, we will elect a Republican Congress to create a safe, modern, fair, and LAWFUL system of immigration! #MAGA2020 https://t.co/zxy6zRLGu1","Twitter for iPhone",19181,79100
2019-07-18 01:05:59,"realDonaldTrump","THANK YOU Greenville, North Carolina! #MAGA2020 https://t.co/3ou3JzHsQX","Twitter for iPhone",19808,86431
2019-07-17 22:24:50,"realDonaldTrump","....Greatest Economic BOOM in the history of our Country, the best job numbers, biggest tax reduction, rebuilt military and much more, is now OVER. This should never be allowed to happen to another President of the United States again!","Twitter for iPhone",24514,133155
2019-07-17 22:24:50,"realDonaldTrump","The United States House of Representatives has just overwhelmingly voted to kill the Resolution on Impeachment, 332-95-1. This is perhaps the most ridiculous and time consuming project I have ever had to work on. Impeachment of your President, who has led the....","Twitter for iPhone",29189,144589
2019-07-17 19:35:14,"realDonaldTrump","See you tonight, North Carolina! #MAGA2020 https://t.co/rqOwEkTtqQ","Twitter for iPhone",17946,87749
2019-07-17 16:18:53,"realDonaldTrump","GOD BLESS THE USA🇺🇸 https://t.co/w6FenobnlR","Twitter for iPhone",41703,165466
2019-07-17 14:30:20,"realDonaldTrump","New Poll: The Rasmussen Poll, one of the most accurate in predicting the 2016 Election, has just announced that “Trump” numbers have recently gone up by four points, to 50%. Thank you to the vicious young Socialist Congresswomen. America will never buy your act!  #MAGA2020","Twitter for iPhone",31478,133393
2019-07-17 14:16:05,"realDonaldTrump","After a ten year search, the so-called “mastermind” of the Mumbai Terror attacks has been arrested in Pakistan. Great pressure has been exerted over the last two years to find him!","Twitter for iPhone",34929,163311
2019-07-17 12:46:13,"realDonaldTrump","Big Rally tonight in Greenville, North Carolina. Lots of great things to tell you about, including the fact that our Economy is the best it has ever been. Best Employment &amp; Stock Market Numbers EVER. I’ll talk also about people who love, and hate, our Country (mostly love)!  7:PM","Twitter for iPhone",23973,108926
2019-07-17 11:20:26,"realDonaldTrump","The Democrats in Congress are getting nothing done, not on drug pricing, not on immigration, not on infrastructure, not on nothing! Sooo much opportunity, yet all they want to do is go “fishing.” The American people are tired of the never ending Witch Hunt, they want results now!","Twitter for iPhone",30090,118624
2019-07-17 11:18:22,"realDonaldTrump","....they are destroying the Democrat Party. I’m appalled that so many of our Presidential candidates are falling all over themselves to try to agree with the four horsewomen of the apocalypse. I’m entitled to say that they’re Wack Jobs.”  Louisiana Senator John Kennedy","Twitter for iPhone",30713,155005
2019-07-17 11:18:22,"realDonaldTrump","...opinion, they’re Americans. Now I’m entitled to my opinion, &amp; I just think they’re left wing cranks. They’re the reason there are directions on a shampoo bottle, &amp; we should ignore them. The “squad” has moved the Democrat Party substantially LEFT, and.....","Twitter for iPhone",29085,148729
2019-07-17 11:18:20,"realDonaldTrump","“In America, if you hate our Country, you are free to leave. The simple fact of the matter is, the four Congresswomen think that America is wicked in its origins, they think that America is even more wicked now, that we are all racist and evil. They’re entitled to their.....","Twitter for iPhone",36957,176696
2019-07-17 03:05:42,"realDonaldTrump","....visible members of the House Democrats, who are now wedded to this bitterness and hate. The Republican vote was 187-4. Wow! Also, this was the first time since 1984 that the Speaker of the House was ruled Out of Order and broke the Rules of the House. Quite a day!","Twitter for iPhone",26697,132987
2019-07-17 03:05:41,"realDonaldTrump","So great to see how unified the Republican Party was on today’s vote concerning statements I made about four Democrat Congresswomen. If you really want to see statements, look at the horrible things they said about our Country, Israel, and much more. They are now the top, most...","Twitter for iPhone",29561,146451
